order_id,year,month,quarter,supplier_id,supplier_type,transport_mode,product_complexity,order_qty_units,shock_event,regulatory_intensity,crit_dep_index,supplier_delay_rate,inbound_damage_rate,storage_loss_rate,process_rework_trigger_rate,distribution_delay_rate,stockout_rate,supplier_audit_score,monitoring_frequency_per_month,contingency_maturity_likert,collaboration_index,traceability_completeness,data_accuracy,inspection_coverage,unit_cost_cop,unit_cost_sd_cop,cost_var_metric,no_quality_cost_cop,scrap_rate,rework_rate,noq_metric,margin_pct,breakeven_units,on_time_delivery,cycle_time_hours,cycle_time_hours_inv,nonconformity_rate,RiskIndex,SCRM_Practices,TraceIndex,cluster
ORDR-0263,2025,10,4,23,nacional,maritimo,1,35,0,0.471,0.412,0.097,0.026,0.027,0.059,0.167,0.141,100,11,3,0.342,0.966,0.922,0.924,145711,8934,0.0613,0,0.003,0.0322,0.0,35.25,623,1.0,7.57,0.9064,0.0,0.2324,0.4266,0.9555,4
ORDR-0264,2024,8,3,13,nacional,maritimo,1,71,0,0.324,0.502,0.237,0.057,0.04,0.099,0.119,0.157,100,15,4,0.736,0.973,0.952,0.988,93860,1000,0.01,0,0.0095,0.0,0.0,37.32,914,0.923,7.82,0.8691,0.0,0.381,0.7366,0.9926,4
ORDR-0265,2025,1,1,13,nacional,aereo,2,124,0,0.478,0.379,0.132,0.047,0.046,0.139,0.157,0.184,100,18,5,0.929,0.536,0.809,0.737,123300,9469,0.0768,5575,0.0144,0.0744,0.0437,29.41,883,0.795,21.84,0.153,2.76,0.3954,0.9575,0.6976,4
ORDR-0266,2024,11,4,1,nacional,terrestre,1,259,0,0.22,0.559,0.155,0.056,0.038,0.128,0.155,0.13,100,7,2,0.394,0.59,0.772,0.813,100093,1001,0.01,3478,0.0151,0.0693,0.0318,34.25,933,0.812,7.0,1.0,0.0,0.3602,0.2661,0.7321,4
ORDR-0267,2024,12,4,4,internacional,aereo,3,214,0,0.102,0.322,0.26,0.107,0.067,0.239,0.279,0.229,100,18,4,0.899,0.206,0.586,0.416,216425,40425,0.1868,26674,0.049,0.0977,0.1437,20.07,737,0.747,33.92,0.0108,9.3,0.7623,0.8564,0.3849,3
ORDR-0268,2025,8,3,20,nacional,aereo,1,92,0,0.608,0.378,0.285,0.045,0.065,0.147,0.175,0.234,100,15,4,0.679,0.507,0.749,0.51,129853,10808,0.0832,9211,0.0131,0.0352,0.0716,28.25,872,0.812,14.57,0.3524,5.97,0.5577,0.7175,0.5806,2
ORDR-0269,2024,6,2,8,nacional,terrestre,2,36,0,0.142,0.362,0.272,0.122,0.066,0.234,0.238,0.191,100,13,3,0.617,0.36,0.566,0.614,175321,27962,0.1595,12226,0.0405,0.1169,0.079,24.32,751,0.739,22.75,0.1372,10.02,0.7343,0.5623,0.5059,2
ORDR-0270,2025,11,4,23,nacional,terrestre,2,122,0,0.359,0.277,0.218,0.107,0.061,0.207,0.258,0.23,100,9,2,0.54,0.082,0.044,0.218,183755,32572,0.1773,23281,0.054,0.0772,0.1125,23.07,755,0.75,25.76,0.0922,7.19,0.6937,0.3585,0.0784,3
ORDR-0271,2025,12,4,16,nacional,maritimo,3,262,0,0.835,0.494,0.192,0.09,0.039,0.077,0.082,0.119,100,16,4,0.367,0.889,0.907,0.951,247159,2472,0.01,2682,0.0,0.0,0.0104,37.51,345,0.997,24.7,0.1069,0.0,0.3402,0.6347,0.9341,4
ORDR-0272,2024,8,3,12,nacional,terrestre,3,181,0,0.384,0.383,0.061,0.017,0.048,0.168,0.165,0.078,100,3,2,0.202,0.197,0.181,0.43,163198,22195,0.136,15310,0.0194,0.0408,0.098,22.03,890,0.75,29.79,0.0465,11.51,0.2813,0.1148,0.2461,1
ORDR-0273,2025,11,4,17,nacional,terrestre,3,126,0,0.247,0.575,0.294,0.102,0.082,0.245,0.27,0.259,100,11,4,0.521,0.483,0.556,0.393,200929,30956,0.1541,21483,0.026,0.1288,0.107,21.1,755,0.796,26.33,0.0849,9.65,0.8213,0.5776,0.4607,3
ORDR-0274,2024,3,1,8,nacional,aereo,3,130,0,0.351,0.435,0.185,0.069,0.074,0.172,0.091,0.218,100,17,4,0.894,0.967,0.895,0.787,201891,15645,0.0775,1325,0.0,0.0619,0.0062,31.55,502,0.842,22.03,0.1497,6.79,0.5145,0.833,0.8944,4
ORDR-0275,2024,10,4,22,internacional,terrestre,1,164,0,0.019,0.544,0.205,0.121,0.086,0.181,0.25,0.28,100,12,3,0.495,0.153,0.396,0.536,85000,16944,0.1993,10760,0.0625,0.0951,0.1333,19.31,1200,0.713,18.79,0.2179,13.67,0.7678,0.4996,0.3461,3
ORDR-0276,2024,8,3,14,internacional,terrestre,1,247,0,0.575,0.676,0.133,0.033,0.019,0.05,0.114,0.056,100,16,5,0.852,0.918,0.933,0.801,99520,3065,0.0308,0,0.0103,0.0,0.0,37.99,846,0.969,7.0,1.0,0.0,0.1508,0.8882,0.8961,4
ORDR-0277,2025,5,2,18,nacional,terrestre,3,119,0,0.309,0.395,0.225,0.106,0.07,0.224,0.203,0.19,100,16,5,0.879,0.924,0.905,0.951,255428,23575,0.0923,10778,0.0,0.0893,0.0381,33.1,378,0.817,25.52,0.0955,5.71,0.6672,0.8973,0.9454,2
ORDR-0278,2025,1,1,5,nacional,terrestre,1,270,0,0.59,0.237,0.314,0.095,0.079,0.065,0.256,0.236,100,10,4,0.228,0.137,0.238,0.288,133217,20071,0.1507,8467,0.0414,0.0999,0.0561,23.25,1033,0.736,14.29,0.364,9.74,0.6675,0.4577,0.1914,3
ORDR-0279,2025,9,3,22,nacional,terrestre,1,255,0,0.264,0.291,0.306,0.101,0.052,0.17,0.27,0.287,100,12,3,0.542,0.427,0.648,0.552,108757,17022,0.1565,6230,0.0283,0.0901,0.0589,24.8,1187,0.796,10.79,0.5624,11.25,0.7278,0.5154,0.5339,2
ORDR-0280,2024,3,1,2,internacional,terrestre,3,190,0,0.163,0.453,0.272,0.102,0.063,0.26,0.209,0.239,100,8,5,0.684,0.371,0.525,0.553,268140,50793,0.1894,28161,0.0429,0.1044,0.118,13.43,889,0.774,29.17,0.0527,8.71,0.7295,0.658,0.4723,3
ORDR-0281,2025,5,2,9,nacional,aereo,1,50,0,0.049,0.427,0.24,0.113,0.04,0.152,0.178,0.158,100,13,3,0.757,0.806,0.942,0.797,144514,11587,0.0802,0,0.0166,0.0549,0.0,38.0,583,0.913,14.2,0.3681,5.09,0.5353,0.6092,0.8593,4
ORDR-0282,2025,2,1,8,nacional,terrestre,1,245,0,0.299,0.208,0.223,0.03,0.027,0.18,0.151,0.142,100,15,3,0.837,0.734,0.755,0.63,123595,9341,0.0756,8459,0.0059,0.0464,0.0611,28.2,918,0.852,9.03,0.7194,0.49,0.3755,0.6794,0.7061,4
ORDR-0283,2024,2,1,7,nacional,aereo,2,115,0,0.585,0.325,0.179,0.071,0.05,0.212,0.211,0.105,100,13,4,0.559,0.379,0.197,0.441,184696,24696,0.1337,19356,0.0226,0.0906,0.1164,21.34,812,0.846,18.48,0.2258,3.03,0.4966,0.6338,0.3182,1
ORDR-0284,2024,8,3,21,nacional,maritimo,1,110,1,0.265,0.245,0.315,0.053,0.046,0.165,0.068,0.207,100,8,4,0.573,0.963,0.831,0.896,85000,9312,0.1096,9111,0.0207,0.0542,0.1054,24.73,1200,0.828,16.68,0.2768,3.88,0.4718,0.5298,0.9121,4
ORDR-0285,2024,4,2,10,nacional,terrestre,2,158,0,0.888,0.376,0.236,0.069,0.035,0.137,0.111,0.128,100,16,5,0.937,0.949,0.962,0.944,171806,1718,0.01,648,0.0,0.0006,0.0032,37.53,496,0.997,15.43,0.3192,4.46,0.3899,0.9167,0.9712,4
ORDR-0286,2024,12,4,11,nacional,terrestre,3,26,0,0.21,0.483,0.317,0.117,0.076,0.216,0.268,0.275,100,18,4,0.713,0.291,0.301,0.256,251513,42804,0.1702,34882,0.0478,0.1448,0.1455,22.02,578,0.808,30.57,0.039,16.34,0.8297,0.7941,0.254,3
ORDR-0287,2025,12,4,10,nacional,terrestre,1,148,0,0.226,0.452,0.123,0.083,0.03,0.142,0.061,0.118,100,14,4,0.296,0.802,0.853,0.728,85000,1469,0.0173,2174,0.0006,0.0485,0.0242,35.01,1075,0.988,12.85,0.4325,2.44,0.3078,0.5674,0.8008,4
ORDR-0288,2025,8,3,9,nacional,terrestre,3,21,0,0.301,0.459,0.233,0.1,0.054,0.172,0.191,0.265,100,5,2,0.271,0.951,0.554,0.638,240556,14149,0.0588,16215,0.0265,0.0728,0.0631,30.62,434,0.88,27.19,0.0745,6.92,0.6318,0.1814,0.7136,2
ORDR-0289,2024,3,1,22,nacional,terrestre,2,248,0,0.549,0.398,0.208,0.059,0.035,0.178,0.152,0.092,100,8,2,0.128,0.155,0.206,0.192,165117,8849,0.0536,13509,0.0103,0.0586,0.0871,26.92,720,0.826,23.53,0.1244,6.14,0.3937,0.1987,0.15,1
ORDR-0290,2025,8,3,24,nacional,maritimo,1,265,0,0.883,0.456,0.149,0.086,0.043,0.133,0.205,0.163,100,13,4,0.664,0.794,0.571,0.588,171073,18377,0.1074,0,0.0283,0.1024,0.0,32.3,579,0.895,9.83,0.641,1.29,0.4652,0.669,0.6466,4
ORDR-0291,2025,12,4,23,nacional,terrestre,2,183,0,0.259,0.518,0.066,0.019,0.029,0.037,0.033,0.069,100,15,3,0.774,0.412,0.417,0.305,127050,6519,0.0513,4634,0.0,0.0242,0.0383,29.71,848,0.986,15.77,0.3067,2.09,0.0668,0.6583,0.3545,1
ORDR-0292,2025,9,3,10,nacional,terrestre,1,222,1,0.219,0.342,0.275,0.082,0.028,0.201,0.158,0.225,100,18,4,0.729,0.875,0.91,0.824,85000,11128,0.1309,3089,0.0178,0.0582,0.0412,26.22,1200,0.781,17.93,0.2402,6.31,0.547,0.7995,0.8821,4
ORDR-0293,2024,1,1,8,nacional,terrestre,3,76,0,0.459,0.658,0.188,0.102,0.08,0.25,0.152,0.255,100,15,3,0.716,0.699,0.747,0.731,258443,30346,0.1174,24225,0.0237,0.0832,0.0807,30.82,402,0.851,27.48,0.0711,9.41,0.6904,0.6389,0.7297,2
ORDR-0294,2024,11,4,7,internacional,terrestre,1,79,0,0.065,0.514,0.207,0.078,0.017,0.168,0.155,0.152,100,17,3,0.821,0.583,0.438,0.433,103869,13274,0.1278,8426,0.0105,0.0454,0.07,22.72,1200,0.968,12.79,0.4357,6.39,0.4138,0.7176,0.4691,1
ORDR-0295,2025,12,4,24,nacional,terrestre,2,37,0,0.765,0.469,0.179,0.105,0.072,0.163,0.214,0.22,100,16,3,0.883,0.801,0.515,0.748,205815,28785,0.1399,13240,0.0304,0.0957,0.0546,29.1,534,0.897,21.26,0.1639,8.05,0.6302,0.7166,0.6903,2
ORDR-0296,2025,2,1,13,nacional,maritimo,1,97,0,0.3,0.358,0.219,0.091,0.037,0.076,0.127,0.09,100,11,3,0.222,0.492,0.621,0.497,118470,1185,0.01,0,0.0,0.0041,0.0,36.81,734,0.931,9.29,0.6928,2.87,0.3606,0.3864,0.5259,1
ORDR-0297,2025,11,4,5,nacional,aereo,1,33,1,0.056,0.261,0.281,0.09,0.07,0.172,0.22,0.281,100,13,3,0.455,0.293,0.549,0.545,85000,16258,0.1913,6538,0.0363,0.1255,0.0814,19.2,1200,0.72,16.83,0.2719,9.96,0.7041,0.508,0.4508,3
ORDR-0298,2025,3,1,23,nacional,terrestre,1,87,0,0.756,0.256,0.324,0.098,0.088,0.164,0.258,0.271,100,17,4,0.531,0.729,0.64,0.76,153722,14598,0.095,7378,0.0281,0.0935,0.0455,28.91,720,0.774,14.72,0.3462,6.81,0.7874,0.7114,0.7137,2
ORDR-0299,2025,7,3,7,nacional,terrestre,2,81,0,0.154,0.551,0.107,0.054,0.043,0.15,0.207,0.184,100,12,4,0.467,0.348,0.685,0.41,146359,4597,0.0314,2554,0.0375,0.0548,0.0162,30.39,720,0.87,22.05,0.1493,6.07,0.4254,0.5813,0.4658,1
ORDR-0300,2025,10,4,2,internacional,terrestre,1,123,0,0.806,0.484,0.171,0.088,0.076,0.183,0.255,0.227,100,4,2,0.451,0.07,0.086,0.086,132847,20885,0.1572,12431,0.0556,0.1343,0.1019,14.98,1200,0.732,18.41,0.2274,7.55,0.655,0.22,0.0388,3
ORDR-0301,2025,3,1,1,nacional,terrestre,2,138,0,0.203,0.219,0.194,0.039,0.067,0.123,0.18,0.159,100,18,4,0.947,0.757,0.837,0.727,143632,3712,0.0258,0,0.0,0.0165,0.0,34.09,654,0.929,20.39,0.1814,4.89,0.4478,0.8725,0.7794,4
ORDR-0302,2025,11,4,22,nacional,aereo,3,37,0,0.567,0.331,0.225,0.091,0.062,0.191,0.17,0.277,100,18,5,0.853,0.989,0.989,0.946,255820,21718,0.0849,18040,0.0226,0.0679,0.0675,35.59,351,0.899,27.1,0.0756,0.0,0.6396,0.932,0.995,2
ORDR-0303,2024,6,2,23,internacional,terrestre,2,289,0,0.147,0.257,0.18,0.082,0.062,0.2,0.18,0.134,100,17,5,0.81,0.481,0.757,0.611,217062,14785,0.0681,10156,0.0491,0.0922,0.0503,29.31,503,0.953,18.28,0.2308,1.86,0.5281,0.8959,0.6128,4
ORDR-0304,2025,8,3,18,internacional,aereo,1,242,0,0.658,0.354,0.268,0.052,0.072,0.217,0.182,0.235,100,18,4,0.793,0.084,0.339,0.421,109002,15206,0.1395,7156,0.0395,0.1078,0.0731,24.92,1178,0.714,14.57,0.3525,6.8,0.6273,0.8209,0.2589,3
ORDR-0305,2025,8,3,17,internacional,aereo,2,152,0,0.117,0.287,0.348,0.128,0.074,0.124,0.222,0.248,100,9,2,0.363,0.468,0.701,0.376,123339,24843,0.2014,14706,0.0407,0.0999,0.112,22.05,1176,0.833,22.59,0.1398,9.4,0.747,0.2992,0.4996,3
ORDR-0306,2025,1,1,11,nacional,terrestre,2,159,1,0.505,0.318,0.355,0.132,0.086,0.25,0.254,0.295,100,12,4,0.773,0.907,0.946,0.775,213343,39384,0.1846,34277,0.0458,0.1089,0.1353,15.5,968,0.755,24.06,0.1162,10.58,0.9182,0.6838,0.887,2
ORDR-0307,2025,5,2,17,nacional,aereo,2,170,0,0.068,0.463,0.115,0.017,0.038,0.103,0.055,0.097,100,13,3,0.558,0.564,0.454,0.56,142351,1424,0.01,4620,0.0112,0.0,0.0371,29.41,764,1.0,14.51,0.3549,2.41,0.1846,0.5425,0.5164,1
ORDR-0308,2025,2,1,12,nacional,aereo,3,86,0,0.524,0.684,0.118,0.044,0.082,0.114,0.234,0.18,100,14,5,0.472,0.498,0.547,0.353,208022,29706,0.1428,20485,0.0214,0.1045,0.0972,21.97,700,0.899,25.51,0.0956,2.55,0.4894,0.7174,0.4475,1
ORDR-0309,2025,7,3,18,internacional,terrestre,1,102,0,0.162,0.325,0.354,0.119,0.083,0.185,0.246,0.294,100,8,2,0.634,0.238,0.24,0.446,91900,17237,0.1876,5028,0.04,0.1281,0.0542,17.95,1200,0.68,13.87,0.3826,9.46,0.8424,0.3683,0.2868,3
ORDR-0310,2024,10,4,11,nacional,aereo,1,253,0,0.645,0.536,0.078,0.116,0.027,0.172,0.185,0.22,100,16,4,0.91,0.612,0.769,0.862,114539,11720,0.1023,4971,0.0169,0.0554,0.0474,28.1,994,0.865,9.98,0.6276,3.45,0.4873,0.8166,0.7572,4
ORDR-0311,2024,11,4,20,nacional,terrestre,3,177,0,0.143,0.46,0.168,0.05,0.049,0.175,0.126,0.217,100,15,3,0.812,0.193,0.162,0.293,226308,39918,0.1764,27253,0.0214,0.0766,0.133,16.55,854,0.821,29.25,0.0519,10.56,0.4499,0.6711,0.1861,1
ORDR-0312,2024,1,1,19,nacional,terrestre,1,120,0,0.501,0.46,0.214,0.094,0.062,0.163,0.109,0.242,100,12,4,0.436,0.621,0.706,0.882,120902,11341,0.0938,10890,0.0423,0.0546,0.0839,26.26,1008,0.919,16.12,0.2948,3.21,0.5586,0.5709,0.746,4
ORDR-0313,2025,11,4,12,internacional,aereo,1,71,1,0.778,0.416,0.338,0.077,0.046,0.121,0.095,0.28,100,6,1,0.095,0.489,0.135,0.588,122133,18601,0.1523,14607,0.0493,0.0783,0.1332,17.13,1200,0.777,14.19,0.3684,14.54,0.5489,0.0532,0.3902,1
ORDR-0314,2024,8,3,1,nacional,maritimo,3,226,0,0.662,0.35,0.325,0.087,0.077,0.241,0.285,0.288,100,18,4,0.9,0.928,0.925,0.925,217883,24955,0.1145,11084,0.0235,0.0654,0.0561,30.97,474,0.733,28.49,0.0598,7.52,0.83,0.8568,0.9439,2
ORDR-0315,2025,3,1,17,nacional,terrestre,1,93,0,0.345,0.249,0.116,0.032,0.025,0.044,0.125,0.09,100,18,4,0.908,0.655,0.745,0.816,113729,1137,0.01,0,0.0067,0.0,0.0,36.05,780,0.949,7.0,1.0,3.26,0.1775,0.8594,0.7461,4
ORDR-0316,2024,5,2,9,nacional,terrestre,3,82,0,0.381,0.559,0.127,0.081,0.056,0.118,0.178,0.11,100,14,4,0.724,0.192,0.256,0.194,200155,23554,0.1177,15733,0.0143,0.0779,0.072,27.18,588,0.901,27.89,0.0665,1.86,0.4144,0.7109,0.1809,1
ORDR-0317,2025,1,1,22,nacional,terrestre,3,241,0,0.254,0.409,0.33,0.083,0.054,0.205,0.176,0.219,100,18,5,0.927,0.686,0.819,0.59,202259,22149,0.1095,20681,0.0107,0.047,0.0958,29.97,528,0.894,26.88,0.0782,8.82,0.6416,0.9568,0.6967,2
ORDR-0318,2025,5,2,20,nacional,terrestre,1,79,0,0.819,0.477,0.259,0.078,0.063,0.077,0.156,0.168,100,11,3,0.741,0.84,0.786,0.633,159848,4210,0.0263,0,0.025,0.0511,0.0,38.0,527,0.94,12.71,0.4399,2.95,0.4851,0.5603,0.7544,4
ORDR-0319,2024,9,3,19,internacional,aereo,1,183,0,0.015,0.4,0.147,0.107,0.044,0.081,0.084,0.204,100,15,4,0.719,0.732,0.862,0.66,85000,2369,0.0279,6874,0.0186,0.027,0.0746,32.13,1172,0.816,7.92,0.8556,5.61,0.4088,0.7309,0.7541,4
ORDR-0320,2025,11,4,20,nacional,terrestre,2,298,1,0.048,0.384,0.233,0.07,0.041,0.143,0.197,0.155,100,12,2,0.438,0.109,0.365,0.613,137178,19399,0.1414,31362,0.0473,0.0154,0.204,8.66,1200,0.757,22.38,0.1434,7.98,0.4777,0.3895,0.3495,1
ORDR-0321,2025,12,4,11,nacional,aereo,1,270,0,0.184,0.182,0.114,0.046,0.01,0.17,0.108,0.043,100,18,5,0.989,0.917,0.903,0.879,109987,1149,0.0104,0,0.0,0.0,0.0,38.0,766,0.948,7.0,1.0,0.0,0.2116,0.9776,0.915,4
ORDR-0322,2025,12,4,11,nacional,terrestre,1,88,0,0.087,0.285,0.087,0.025,0.01,0.025,0.063,0.033,100,9,2,0.921,0.887,0.728,0.905,85413,1000,0.01,0,0.0,0.0,0.0,34.12,1098,1.0,7.69,0.8885,0.0,0.0336,0.4862,0.8536,4
ORDR-0323,2024,3,1,5,internacional,terrestre,2,184,0,0.259,0.266,0.333,0.114,0.089,0.208,0.287,0.241,100,6,2,0.389,0.041,0.189,0.496,172318,26552,0.1541,26966,0.0694,0.1174,0.1517,16.43,1130,0.74,21.26,0.164,11.64,0.8465,0.2427,0.2204,3
ORDR-0324,2025,6,2,2,nacional,terrestre,3,176,0,0.92,0.345,0.343,0.1,0.078,0.122,0.078,0.192,100,16,4,0.368,0.72,0.815,0.671,275611,34198,0.1241,35356,0.036,0.1099,0.1164,20.4,569,0.909,30.61,0.0387,3.84,0.5868,0.635,0.7378,2
ORDR-0325,2024,6,2,17,nacional,terrestre,1,152,0,0.278,0.353,0.096,0.076,0.028,0.058,0.097,0.143,100,7,3,0.414,0.411,0.479,0.511,85000,8627,0.1015,0,0.0092,0.0202,0.0,33.23,1133,0.899,13.25,0.412,2.91,0.2603,0.3638,0.454,1
ORDR-0326,2024,2,1,17,nacional,terrestre,1,232,0,0.088,0.381,0.173,0.103,0.048,0.189,0.244,0.204,100,11,4,0.625,0.797,0.583,0.697,85000,7658,0.0901,9278,0.0205,0.0866,0.0939,24.12,1200,0.754,15.01,0.3347,7.86,0.6005,0.6125,0.6932,2
ORDR-0327,2025,4,2,11,nacional,terrestre,1,209,0,0.252,0.37,0.262,0.062,0.033,0.168,0.235,0.166,100,13,3,0.679,0.527,0.429,0.273,129456,12710,0.0982,6574,0.0131,0.1193,0.0563,25.71,961,0.848,14.71,0.3468,2.19,0.5122,0.583,0.386,1
ORDR-0328,2024,7,3,17,internacional,terrestre,3,112,0,0.206,0.531,0.318,0.125,0.086,0.211,0.275,0.263,100,9,4,0.63,0.31,0.538,0.242,210951,38302,0.1816,25798,0.0522,0.1404,0.1251,23.0,660,0.779,28.02,0.065,9.83,0.8562,0.5707,0.3378,3
ORDR-0329,2025,10,4,19,internacional,terrestre,1,131,0,0.128,0.357,0.191,0.11,0.056,0.214,0.213,0.175,100,10,3,0.422,0.235,0.267,0.176,98099,14606,0.1489,8916,0.0377,0.1246,0.0761,23.68,1200,0.772,13.35,0.4069,5.01,0.616,0.4317,0.1926,3
ORDR-0330,2024,5,2,16,internacional,maritimo,3,255,0,0.242,0.623,0.267,0.112,0.083,0.226,0.242,0.251,100,10,3,0.422,0.572,0.493,0.603,235640,40534,0.172,36562,0.0354,0.0892,0.1357,18.06,752,0.804,29.92,0.0452,6.96,0.7881,0.4317,0.549,2
ORDR-0331,2025,1,1,5,nacional,terrestre,2,277,0,0.135,0.262,0.191,0.106,0.085,0.246,0.192,0.196,100,4,4,0.544,0.474,0.657,0.542,88833,13339,0.1502,4537,0.0424,0.0826,0.0513,25.02,1200,0.899,23.79,0.1204,8.86,0.6939,0.4332,0.5494,2
ORDR-0332,2025,11,4,24,nacional,aereo,3,236,0,0.13,0.438,0.157,0.088,0.065,0.223,0.169,0.229,100,9,3,0.669,0.664,0.659,0.628,217462,20170,0.0928,16496,0.0185,0.0767,0.0711,29.43,500,0.858,23.51,0.1248,5.89,0.5993,0.4927,0.6479,2
ORDR-0333,2025,11,4,5,nacional,terrestre,3,251,0,0.874,0.421,0.207,0.095,0.06,0.089,0.251,0.253,100,12,4,0.381,0.797,0.758,0.867,248852,14062,0.0565,35268,0.0037,0.0894,0.1193,29.01,443,0.864,27.03,0.0764,3.04,0.5975,0.5525,0.8187,2
ORDR-0334,2025,7,3,1,nacional,terrestre,3,105,0,0.302,0.344,0.125,0.039,0.063,0.088,0.11,0.111,100,18,5,0.911,0.897,0.928,0.909,270927,8141,0.03,569,0.0016,0.0003,0.002,38.0,311,0.945,19.55,0.1998,0.52,0.3065,0.9515,0.9282,4
ORDR-0335,2025,2,1,9,nacional,terrestre,3,92,0,0.213,0.464,0.306,0.116,0.073,0.241,0.274,0.269,100,8,3,0.602,0.057,0.096,0.073,240400,32406,0.1348,40051,0.0653,0.1567,0.1426,15.96,834,0.722,33.01,0.0179,14.87,0.8338,0.4486,0.0329,3
ORDR-0336,2025,6,2,20,internacional,terrestre,3,257,0,0.467,0.359,0.155,0.103,0.066,0.255,0.152,0.251,100,7,4,0.302,0.359,0.416,0.638,286694,36312,0.1267,30967,0.0191,0.1025,0.1091,26.4,423,0.851,23.88,0.119,5.16,0.6465,0.4173,0.4625,3
ORDR-0337,2025,9,3,2,nacional,terrestre,1,33,0,0.397,0.365,0.136,0.06,0.055,0.104,0.137,0.226,100,17,4,0.857,0.858,0.856,0.756,154783,1548,0.01,5256,0.0059,0.0589,0.0289,34.92,592,0.886,9.86,0.6389,4.51,0.4239,0.8206,0.8316,4
ORDR-0338,2024,9,3,7,internacional,terrestre,1,74,0,0.288,0.364,0.317,0.098,0.06,0.203,0.147,0.257,100,13,4,0.615,0.86,0.775,0.476,143913,1439,0.01,8555,0.0056,0.0715,0.0571,33.32,667,0.874,15.19,0.3278,7.1,0.6727,0.6526,0.6978,2
ORDR-0339,2024,3,1,15,nacional,terrestre,3,253,0,0.598,0.401,0.275,0.115,0.076,0.249,0.277,0.296,100,12,3,0.296,0.414,0.66,0.562,257686,49309,0.1914,28761,0.0476,0.1321,0.1174,23.99,518,0.784,31.44,0.0311,11.54,0.8474,0.433,0.5374,2
ORDR-0340,2025,12,4,9,nacional,terrestre,2,229,0,0.162,0.251,0.132,0.027,0.031,0.07,0.164,0.082,100,5,2,0.238,0.39,0.366,0.291,100255,11267,0.1124,0,0.0218,0.0701,0.0,29.52,1081,0.846,19.01,0.2126,4.21,0.2289,0.1704,0.3239,1
ORDR-0341,2025,11,4,3,internacional,terrestre,3,75,0,0.495,0.57,0.209,0.122,0.077,0.216,0.236,0.202,100,11,4,0.345,0.577,0.772,0.584,260709,33897,0.13,24330,0.0497,0.1212,0.1022,28.16,436,0.794,28.24,0.0625,10.07,0.7191,0.5187,0.6407,2
ORDR-0342,2025,4,2,3,nacional,aereo,3,248,0,0.197,0.605,0.232,0.104,0.085,0.252,0.187,0.246,100,12,3,0.31,0.26,0.177,0.383,203408,43219,0.2125,14550,0.0418,0.1415,0.0823,18.3,860,0.774,29.87,0.0457,9.25,0.7438,0.4377,0.2484,3
ORDR-0343,2024,3,1,7,nacional,terrestre,1,62,0,0.403,0.277,0.343,0.113,0.08,0.253,0.222,0.284,100,15,4,0.575,0.328,0.306,0.442,85000,15585,0.1834,6353,0.0504,0.107,0.0753,24.38,1200,0.67,12.37,0.4592,14.87,0.8479,0.6827,0.3391,3
ORDR-0344,2024,10,4,10,nacional,terrestre,3,25,0,0.1,0.396,0.183,0.061,0.058,0.211,0.148,0.14,100,17,3,0.708,0.573,0.562,0.69,234391,17385,0.0742,16181,0.007,0.0377,0.0794,24.86,549,0.876,22.31,0.1446,0.0,0.4829,0.6797,0.6064,4
ORDR-0345,2024,7,3,18,nacional,terrestre,3,28,0,0.163,0.384,0.219,0.061,0.041,0.076,0.075,0.07,100,4,1,0.073,0.138,0.052,0.226,222648,17987,0.0808,16730,0.0307,0.0923,0.0689,22.19,648,0.841,24.24,0.1136,2.89,0.2819,0.0023,0.1035,1
ORDR-0346,2024,4,2,19,nacional,terrestre,3,123,0,0.679,0.602,0.359,0.121,0.084,0.226,0.24,0.288,100,3,3,0.618,0.709,0.605,0.875,233227,35348,0.1516,34481,0.034,0.1243,0.1303,21.02,653,0.765,28.12,0.0639,2.28,0.8707,0.3452,0.7383,2
ORDR-0347,2025,12,4,6,nacional,aereo,3,106,0,0.557,0.555,0.282,0.136,0.087,0.25,0.284,0.107,100,18,5,0.955,0.936,0.931,0.945,216529,21297,0.0984,8045,0.0356,0.0705,0.0392,30.62,483,0.846,23.71,0.1216,9.46,0.7914,0.9662,0.9563,2
ORDR-0348,2024,11,4,21,nacional,terrestre,3,205,0,0.668,0.515,0.108,0.089,0.044,0.137,0.15,0.152,100,16,4,0.876,0.715,0.922,0.878,175670,2493,0.0142,11751,0.0006,0.0516,0.0645,35.2,518,0.96,25.23,0.0995,0.0,0.4122,0.8053,0.8519,4
ORDR-0349,2025,7,3,18,internacional,aereo,3,29,0,0.807,0.484,0.331,0.134,0.068,0.261,0.289,0.161,100,11,3,0.607,0.801,0.531,0.659,325485,56080,0.1723,28117,0.0148,0.125,0.0907,23.55,417,0.805,26.02,0.0889,6.81,0.8172,0.5154,0.6621,2
ORDR-0350,2025,1,1,14,nacional,maritimo,3,184,0,0.112,0.49,0.185,0.038,0.042,0.175,0.16,0.078,100,11,4,0.756,0.79,0.869,0.857,202674,2027,0.01,12934,0.0,0.0798,0.0634,33.03,478,1.0,22.05,0.1493,1.23,0.3619,0.6564,0.8512,4
ORDR-0351,2025,10,4,13,nacional,terrestre,1,22,0,0.971,0.383,0.124,0.029,0.048,0.066,0.206,0.142,100,13,5,0.745,0.703,0.927,0.844,174407,16052,0.092,0,0.0,0.0384,0.0,32.05,572,0.953,12.3,0.4628,5.67,0.3247,0.7872,0.8366,4
